CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	R1	R123
1574	FLOAT	drijven	"{""948"": 39, ""1844"": 6, ""1234"": 11, ""1803"": 1, ""1439"": 9, ""1474"": 5, ""1088"": 2, ""1904"": 1, ""630"": 1, ""2902"": 1, ""1435"": 1}"	"{""948"": 61, ""1439"": 22, ""1274"": 2, ""1343"": 2, ""1234"": 20, ""1625"": 1, ""1844"": 19, ""1273"": 1, ""1803"": 9, ""978"": 3, ""1474"": 16, ""1484"": 2, ""630"": 9, ""1904"": 4, ""1427"": 1, ""1845"": 1, ""1088"": 4, ""837"": 1, ""628"": 1, ""2623"": 1, ""2902"": 1, ""1435"": 1, ""2009"": 1, ""624"": 1, ""1452"": 1, ""48"": 1}"
1899	MAD	gek	"{""1803"": 1, ""1518"": 4, ""1355"": 1, ""600"": 4}"	"{""600"": 12, ""1847"": 3, ""1424"": 1, ""1518"": 10, ""1803"": 1, ""905"": 1, ""1355"": 5, ""209"": 1, ""297"": 1, ""1207"": 2, ""1209"": 1, ""1230"": 1, ""216"": 1, ""1899"": 3, ""1560"": 1, ""2997"": 1, ""231"": 1}"
1269	NO	nee	"{""1268"": 44, ""1240"": 7, ""1270"": 2, ""3634"": 1, ""1269"": 1, ""667"": 1, ""1458"": 1}"	"{""1268"": 54, ""1240"": 16, ""971"": 1, ""1419"": 1, ""1270"": 6, ""3634"": 3, ""2099"": 1, ""1038"": 1, ""687"": 1, ""1269"": 1, ""505"": 1, ""667"": 1, ""1292"": 1, ""1458"": 1, ""1275"": 1, ""1309"": 1, ""203"": 1}"
487	SHY	verlegen	"{""156"": 17, ""487"": 7, ""1419"": 3, ""1646"": 2, ""2470"": 1, ""48"": 5, ""1560"": 1, ""1246"": 1}"	"{""156"": 27, ""1246"": 7, ""48"": 25, ""487"": 9, ""2099"": 6, ""1419"": 3, ""1646"": 7, ""2470"": 4, ""3757"": 1, ""667"": 2, ""1207"": 1, ""2458"": 1, ""1560"": 1, ""1427"": 1, ""584"": 1, ""69"": 1, ""905"": 1, ""1623"": 1}"
1378	SPOON	lepel	"{""1302"": 30, ""1336"": 7, ""1352"": 7, ""1395"": 1, ""1803"": 1}"	"{""1302"": 51, ""1352"": 35, ""1287"": 2, ""1336"": 25, ""1864"": 1, ""153"": 2, ""1395"": 5, ""1401"": 1, ""1299"": 3, ""1221"": 1, ""686"": 1, ""1232"": 2, ""1378"": 1, ""1633"": 1, ""1248"": 1, ""1803"": 1, ""674"": 1, ""2470"": 1}"
3134	TYPE (ON SOMETHING)	typen	"{""1653"": 2, ""1554"": 1, ""1672"": 1, ""3086"": 32, ""905"": 1, ""1631"": 4, ""1376"": 1}"	"{""1653"": 9, ""3086"": 49, ""1554"": 1, ""1672"": 4, ""648"": 2, ""1631"": 11, ""1491"": 2, ""905"": 2, ""1824"": 1, ""673"": 4, ""1415"": 1, ""701"": 1, ""1307"": 1, ""504"": 2, ""1376"": 1, ""1030"": 1, ""1515"": 1, ""1775"": 1}"
3701	HOLLOW	hol	"{""539"": 2, ""1429"": 1, ""1624"": 16, ""1899"": 1, ""619"": 5, ""1136"": 11, ""1386"": 6, ""706"": 1, ""2303"": 3, ""1820"": 5, ""906"": 2, ""1491"": 1, ""1252"": 1}"	"{""1624"": 34, ""539"": 6, ""1429"": 1, ""1820"": 10, ""1899"": 1, ""619"": 10, ""1136"": 22, ""522"": 3, ""1386"": 7, ""706"": 8, ""1395"": 1, ""1233"": 1, ""671"": 1, ""2303"": 7, ""1424"": 1, ""3762"": 1, ""1150"": 1, ""906"": 5, ""1418"": 2, ""1287"": 1, ""1252"": 2, ""1628"": 1, ""964"": 1, ""1228"": 2, ""1491"": 3, ""1256"": 1, ""2409"": 1, ""1593"": 1}"
1862	DONKEY	ezel	"{""1518"": 20, ""153"": 8, ""615"": 5, ""857"": 4, ""1847"": 1, ""3634"": 4, ""619"": 14, ""1220"": 1, ""1427"": 1, ""2409"": 1}"	"{""1518"": 37, ""153"": 27, ""1246"": 1, ""615"": 18, ""2470"": 2, ""3634"": 13, ""1427"": 4, ""857"": 11, ""1847"": 1, ""1548"": 2, ""1220"": 3, ""619"": 20, ""2409"": 5, ""1564"": 1, ""1856"": 1, ""1247"": 1, ""1242"": 1, ""1803"": 1, ""785"": 1, ""647"": 1}"
1570	EQUAL	gelijk	"{""200"": 4, ""1209"": 1, ""1725"": 2, ""1202"": 1, ""2504"": 1, ""1613"": 1, ""1120"": 1, ""1404"": 1}"	"{""200"": 12, ""1376"": 1, ""1725"": 10, ""1390"": 1, ""1673"": 1, ""712"": 1, ""1498"": 1, ""1120"": 4, ""1209"": 1, ""3118"": 1, ""1237"": 2, ""1202"": 3, ""1633"": 1, ""203"": 1, ""1404"": 3, ""2504"": 1, ""1427"": 1, ""1613"": 1, ""1425"": 1}"
156	RED	rood	"{""771"": 1, ""630"": 1, ""487"": 1, ""837"": 4, ""1613"": 12, ""1223"": 10, ""986"": 4, ""946"": 19, ""221"": 1, ""1425"": 4, ""1424"": 5, ""1427"": 1, ""1320"": 1, ""1335"": 1, ""1232"": 2, ""1524"": 1}"	"{""771"": 1, ""585"": 1, ""1613"": 25, ""221"": 8, ""630"": 2, ""647"": 3, ""962"": 1, ""487"": 2, ""1826"": 1, ""837"": 11, ""1425"": 14, ""1424"": 10, ""946"": 44, ""1223"": 21, ""986"": 9, ""3328"": 1, ""3083"": 1, ""1625"": 3, ""1343"": 1, ""1342"": 1, ""1427"": 2, ""4035"": 1, ""1232"": 5, ""1286"": 1, ""1040"": 1, ""1320"": 1, ""1035"": 1, ""2470"": 1, ""1352"": 1, ""1335"": 1, ""163"": 1, ""1367"": 1, ""156"": 2, ""1111"": 1, ""1524"": 2, ""239"": 1, ""1560"": 1, ""3138"": 1, ""674"": 1, ""1629"": 1}"
1884	HARD	hard	"{""857"": 22, ""1856"": 35, ""1631"": 1, ""1443"": 2, ""785"": 3, ""1803"": 1, ""1129"": 2, ""1884"": 1, ""744"": 2, ""2578"": 1, ""2902"": 1}"	"{""857"": 44, ""1256"": 1, ""1856"": 40, ""1631"": 2, ""1280"": 5, ""1803"": 3, ""1476"": 1, ""1663"": 2, ""1443"": 2, ""504"": 1, ""785"": 6, ""3306"": 3, ""1775"": 2, ""1396"": 1, ""946"": 1, ""1481"": 1, ""1403"": 1, ""1567"": 3, ""1129"": 3, ""1824"": 1, ""1368"": 3, ""1884"": 1, ""1244"": 1, ""1292"": 1, ""1236"": 1, ""744"": 6, ""500"": 2, ""1923"": 1, ""1246"": 1, ""2470"": 1, ""1201"": 1, ""1006"": 3, ""1111"": 1, ""906"": 1, ""1320"": 1, ""1223"": 3, ""584"": 5, ""666"": 1, ""156"": 1, ""2578"": 1, ""2902"": 1, ""1252"": 1, ""677"": 1, ""3625"": 1, ""3702"": 1, ""2483"": 1, ""377"": 1}"
654	PLASTIC	plastic	"{""1548"": 1, ""1321"": 7, ""1884"": 4, ""1659"": 1, ""1484"": 1, ""1887"": 1, ""3754"": 1, ""3762"": 1, ""1287"": 1, ""1378"": 1, ""3702"": 1, ""1335"": 1, ""630"": 1}"	"{""1548"": 3, ""1597"": 1, ""1321"": 13, ""1378"": 2, ""604"": 1, ""1884"": 7, ""1287"": 5, ""785"": 3, ""3702"": 3, ""1659"": 2, ""1484"": 1, ""1887"": 5, ""1613"": 1, ""3754"": 2, ""3762"": 1, ""837"": 1, ""2997"": 1, ""1302"": 1, ""1824"": 1, ""1856"": 1, ""153"": 1, ""630"": 2, ""1230"": 1, ""1335"": 1}"
3803	RASPBERRY	framboos	"{""1507"": 17, ""3138"": 6, ""1864"": 1, ""1342"": 2, ""156"": 18, ""3446"": 2, ""1246"": 1, ""1336"": 1, ""717"": 1, ""887"": 1, ""1906"": 1, ""2765"": 1, ""920"": 1}"	"{""1507"": 28, ""717"": 11, ""1256"": 1, ""1342"": 10, ""3138"": 13, ""1336"": 2, ""1864"": 1, ""156"": 43, ""837"": 1, ""1246"": 3, ""2303"": 1, ""1471"": 1, ""1468"": 1, ""3446"": 7, ""1395"": 1, ""1639"": 3, ""1427"": 1, ""887"": 1, ""1426"": 1, ""1906"": 1, ""1343"": 1, ""1856"": 1, ""1613"": 1, ""2765"": 1, ""920"": 1, ""1373"": 1}"
2452	PURPLE	sierlijk	"{""1427"": 27, ""962"": 2, ""615"": 1, ""239"": 1, ""1229"": 1, ""474"": 1}"	"{""1427"": 40, ""227"": 1, ""962"": 10, ""1290"": 1, ""615"": 2, ""2470"": 1, ""2001"": 1, ""794"": 1, ""1879"": 5, ""239"": 2, ""1229"": 1, ""1400"": 1, ""1120"": 1, ""174"": 2, ""474"": 1}"
1035	GOOD	goed	"{""1292"": 11, ""1725"": 3, ""3231"": 1, ""1427"": 1, ""2470"": 2, ""1390"": 2, ""45"": 2, ""1120"": 1, ""1856"": 1, ""1232"": 1, ""1240"": 1, ""717"": 1}"	"{""1427"": 8, ""1292"": 17, ""1232"": 4, ""1725"": 8, ""2470"": 5, ""3231"": 1, ""1390"": 2, ""1268"": 1, ""1536"": 1, ""1223"": 2, ""1895"": 1, ""48"": 1, ""45"": 3, ""1120"": 1, ""100"": 1, ""1856"": 2, ""1216"": 1, ""1240"": 1, ""1728"": 1, ""717"": 1, ""673"": 1, ""1495"": 1}"
718	PAY	betalen	"{""1336"": 1, ""3099"": 1, ""1030"": 1, ""1426"": 2}"	"{""1336"": 2, ""156"": 1, ""3099"": 7, ""1426"": 8, ""2344"": 1, ""1895"": 1, ""1867"": 1, ""26"": 1, ""1869"": 9, ""1030"": 1, ""1420"": 1, ""1415"": 1, ""1198"": 1, ""2625"": 2}"
1147	PURE	puur	"{""704"": 5, ""1147"": 42, ""1335"": 2, ""1427"": 1, ""2277"": 1, ""948"": 3, ""686"": 1, ""1120"": 3, ""2099"": 1, ""1507"": 1}"	"{""704"": 17, ""1147"": 59, ""1120"": 12, ""1427"": 4, ""1335"": 3, ""1396"": 1, ""784"": 3, ""1287"": 1, ""2277"": 1, ""948"": 6, ""2099"": 2, ""1725"": 1, ""243"": 1, ""1223"": 1, ""686"": 2, ""789"": 1, ""69"": 1, ""1702"": 1, ""590"": 3, ""1289"": 2, ""785"": 1, ""1507"": 1, ""1646"": 1, ""1906"": 1, ""635"": 1, ""887"": 1, ""1426"": 1}"
1430	STAR	ster	"{""1233"": 13, ""1424"": 3, ""1343"": 1, ""3032"": 2, ""630"": 2, ""1313"": 5, ""1427"": 1, ""216"": 1}"	"{""1920"": 3, ""1261"": 1, ""1233"": 23, ""1471"": 1, ""1313"": 21, ""1343"": 9, ""683"": 1, ""1424"": 6, ""1427"": 4, ""216"": 5, ""630"": 15, ""1280"": 1, ""3032"": 3, ""1342"": 1, ""1287"": 1, ""1474"": 1, ""2623"": 1, ""706"": 4, ""1585"": 1, ""1820"": 1, ""1246"": 2, ""1406"": 3, ""837"": 1, ""1335"": 1, ""372"": 1, ""1625"": 1}"
1244	THICK	dik	"{""2308"": 28, ""2783"": 1, ""323"": 25, ""588"": 1, ""906"": 1, ""1395"": 5, ""1336"": 3, ""1290"": 1, ""1210"": 2, ""2507"": 1, ""1208"": 1, ""962"": 1, ""1471"": 1, ""2449"": 1, ""1251"": 1, ""503"": 1, ""1263"": 1, ""1337"": 1, ""1548"": 1, ""1209"": 1, ""1202"": 1}"	"{""2308"": 31, ""418"": 1, ""1645"": 1, ""1856"": 1, ""2009"": 1, ""2783"": 7, ""323"": 52, ""1548"": 9, ""588"": 1, ""906"": 1, ""1337"": 3, ""1395"": 11, ""1210"": 8, ""789"": 2, ""1336"": 17, ""963"": 1, ""701"": 2, ""1232"": 2, ""2531"": 1, ""809"": 1, ""1290"": 4, ""1383"": 1, ""2507"": 1, ""1208"": 1, ""1230"": 1, ""640"": 1, ""962"": 2, ""1202"": 4, ""926"": 1, ""1471"": 1, ""1198"": 1, ""1246"": 2, ""2449"": 1, ""1400"": 3, ""1251"": 5, ""1639"": 1, ""503"": 1, ""1263"": 1, ""1803"": 1, ""1007"": 2, ""1585"": 1, ""1209"": 1, ""1895"": 1, ""1123"": 1}"
971	MUST	moeten	"{""687"": 1, ""972"": 1, ""1784"": 4, ""1602"": 1, ""1702"": 1}"	"{""1292"": 2, ""1847"": 1, ""673"": 3, ""1784"": 12, ""687"": 3, ""26"": 3, ""972"": 6, ""505"": 1, ""1602"": 1, ""1030"": 2, ""219"": 1, ""1376"": 2, ""1453"": 1, ""1757"": 1, ""1349"": 1, ""1548"": 1, ""592"": 1, ""1608"": 1, ""1702"": 1, ""1750"": 1}"
245	BROOM	bezem	"{""230"": 15, ""1821"": 12, ""3106"": 1}"	"{""1821"": 16, ""230"": 34, ""1229"": 1, ""1441"": 7, ""3106"": 2, ""704"": 2, ""3306"": 1, ""1803"": 6, ""1381"": 1, ""239"": 1, ""962"": 1, ""1337"": 1, ""1230"": 2}"
1474	SEA	zee	"{""1274"": 5, ""1343"": 5, ""227"": 1, ""978"": 11, ""948"": 26, ""671"": 5, ""1439"": 2, ""837"": 5, ""1232"": 2, ""1335"": 1, ""1844"": 1, ""1554"": 1}"	"{""1274"": 17, ""1202"": 3, ""948"": 39, ""978"": 25, ""1343"": 19, ""671"": 13, ""227"": 5, ""937"": 2, ""1430"": 1, ""1342"": 4, ""1287"": 2, ""2638"": 6, ""1439"": 8, ""837"": 15, ""3131"": 1, ""1844"": 5, ""153"": 1, ""1232"": 2, ""1335"": 1, ""1554"": 1, ""787"": 1}"
1487	POUR	gieten	"{""948"": 21, ""653"": 12, ""2108"": 7, ""658"": 14, ""604"": 1, ""58"": 1, ""1343"": 1, ""1069"": 1, ""1726"": 1}"	"{""948"": 44, ""658"": 35, ""653"": 34, ""1726"": 8, ""239"": 1, ""1524"": 1, ""1299"": 2, ""2108"": 12, ""667"": 1, ""58"": 3, ""3130"": 5, ""604"": 2, ""1342"": 2, ""1336"": 1, ""1343"": 1, ""1920"": 1, ""1069"": 1, ""635"": 1, ""606"": 2, ""1425"": 1, ""1401"": 2, ""1100"": 1, ""1323"": 1, ""1373"": 1, ""1398"": 1}"
1567	DOOR	deur	"{""1803"": 5, ""3106"": 1, ""1252"": 8, ""3235"": 14, ""1156"": 1, ""1375"": 2, ""2246"": 4, ""604"": 1, ""1425"": 1, ""1472"": 1, ""2409"": 1}"	"{""1375"": 9, ""1803"": 23, ""1156"": 8, ""3106"": 1, ""3235"": 24, ""1252"": 16, ""1111"": 1, ""1472"": 7, ""2409"": 8, ""3122"": 1, ""647"": 3, ""2246"": 8, ""604"": 3, ""2396"": 1, ""153"": 2, ""1425"": 1, ""589"": 1, ""1336"": 1, ""2058"": 1, ""1335"": 1}"
2998	DAMP	vochtig	"{""1726"": 73, ""658"": 4, ""143"": 1, ""26"": 1, ""1471"": 1, ""948"": 1, ""1232"": 1, ""1616"": 1, ""3251"": 1}"	"{""1726"": 81, ""658"": 29, ""3748"": 1, ""1287"": 7, ""3251"": 11, ""143"": 7, ""26"": 8, ""1398"": 3, ""1471"": 1, ""3545"": 1, ""3759"": 2, ""332"": 1, ""249"": 2, ""1252"": 1, ""606"": 2, ""948"": 9, ""3702"": 1, ""1193"": 3, ""1040"": 1, ""604"": 1, ""1230"": 1, ""1232"": 1, ""1616"": 2, ""769"": 1, ""672"": 1, ""3105"": 1, ""962"": 1}"
589	CLOSED	gesloten	"{""3235"": 7, ""1567"": 7, ""48"": 1, ""1472"": 1, ""706"": 2, ""683"": 1, ""1287"": 1, ""1554"": 1, ""667"": 1}"	"{""48"": 5, ""1472"": 10, ""1567"": 24, ""487"": 3, ""3235"": 18, ""3088"": 2, ""963"": 4, ""1252"": 2, ""1223"": 1, ""2246"": 1, ""1608"": 1, ""3762"": 3, ""706"": 5, ""1011"": 1, ""3106"": 2, ""683"": 2, ""2005"": 1, ""1287"": 1, ""1467"": 1, ""584"": 1, ""1554"": 1, ""667"": 1, ""1395"": 1, ""2940"": 1}"
1255	SNOWING	sneeuwen	"{""1335"": 36, ""1427"": 3, ""1287"": 8, ""1471"": 16, ""1726"": 1, ""658"": 2, ""2991"": 3, ""784"": 1, ""2108"": 1}"	"{""1335"": 56, ""1287"": 36, ""1856"": 2, ""1427"": 8, ""1471"": 34, ""639"": 1, ""1111"": 2, ""2991"": 6, ""3702"": 2, ""1726"": 3, ""48"": 1, ""609"": 1, ""658"": 3, ""784"": 3, ""1233"": 1, ""1895"": 1, ""2108"": 1}"
837	BLUE	blauw	"{""1474"": 18, ""1425"": 3, ""1613"": 8, ""156"": 3, ""1424"": 2, ""1287"": 1, ""630"": 1, ""948"": 5, ""1489"": 1}"	"{""1474"": 37, ""658"": 1, ""1427"": 3, ""948"": 32, ""1425"": 10, ""1424"": 6, ""1489"": 3, ""1613"": 15, ""1343"": 2, ""156"": 9, ""794"": 2, ""1439"": 1, ""1476"": 1, ""1663"": 1, ""937"": 1, ""1845"": 1, ""1287"": 2, ""1289"": 2, ""1248"": 1, ""630"": 1, ""2643"": 1, ""239"": 1, ""647"": 2, ""619"": 1, ""3328"": 1, ""356"": 1, ""1791"": 1, ""1441"": 1, ""3083"": 1, ""3235"": 1, ""1335"": 1, ""2623"": 1}"
1718	SIXTY	zestig	"{""1229"": 16, ""1356"": 15, ""2427"": 1, ""153"": 1, ""1717"": 1, ""505"": 1, ""1496"": 3, ""1226"": 7, ""1383"": 1, ""1721"": 3, ""1427"": 1, ""698"": 1, ""1420"": 1, ""1198"": 1}"	"{""1229"": 34, ""699"": 1, ""1356"": 27, ""505"": 3, ""2112"": 5, ""153"": 5, ""1216"": 3, ""2427"": 1, ""1942"": 1, ""698"": 2, ""1198"": 2, ""1395"": 2, ""1721"": 6, ""1717"": 1, ""1496"": 4, ""1383"": 3, ""1226"": 11, ""1217"": 1, ""1703"": 1, ""1207"": 1, ""1716"": 1, ""1427"": 1, ""1294"": 1, ""1209"": 1, ""673"": 1, ""1420"": 1}"
3075	SLANTED	schuin	"{""1404"": 14, ""769"": 4, ""906"": 1, ""639"": 2}"	"{""1404"": 23, ""673"": 1, ""648"": 1, ""769"": 16, ""297"": 6, ""1819"": 1, ""639"": 6, ""906"": 1, ""1280"": 2, ""1432"": 1, ""1639"": 1, ""418"": 1, ""1390"": 1, ""34"": 2, ""1443"": 1, ""2717"": 2, ""784"": 1, ""3748"": 1, ""1463"": 1}"
2277	WHOLE	gans	"{""1360"": 25, ""1514"": 1, ""948"": 2, ""220"": 5, ""1007"": 1, ""937"": 6, ""1335"": 7, ""1518"": 3, ""1368"": 1, ""619"": 14}"	"{""1360"": 33, ""619"": 27, ""1335"": 15, ""744"": 2, ""1514"": 1, ""948"": 9, ""2452"": 1, ""2638"": 1, ""220"": 8, ""2277"": 2, ""1518"": 10, ""1007"": 1, ""937"": 16, ""1225"": 1, ""1856"": 1, ""45"": 1, ""1427"": 2, ""1368"": 1, ""1336"": 1, ""1455"": 1, ""176"": 1, ""1307"": 1, ""1441"": 3, ""1201"": 1, ""1646"": 1, ""1100"": 1, ""1403"": 1, ""1439"": 1, ""1216"": 1}"
1481	HAMMER	hamer	"{""2396"": 7, ""1884"": 3, ""3306"": 7, ""156"": 2, ""1803"": 1, ""1210"": 2, ""1948"": 1, ""3625"": 1, ""677"": 1}"	"{""2396"": 22, ""1884"": 6, ""1803"": 9, ""156"": 3, ""3306"": 11, ""163"": 1, ""1210"": 10, ""1633"": 1, ""1948"": 3, ""3423"": 1, ""906"": 1, ""1906"": 1, ""837"": 1, ""706"": 1, ""3625"": 1, ""677"": 1, ""1202"": 1}"
3095	POSTMAN	postbode	"{""2009"": 9, ""1757"": 1, ""837"": 1, ""2470"": 1, ""1554"": 2, ""905"": 1, ""1298"": 1}"	"{""2009"": 15, ""658"": 2, ""1757"": 1, ""672"": 1, ""1244"": 2, ""837"": 5, ""1298"": 5, ""156"": 3, ""1339"": 1, ""1554"": 5, ""1070"": 5, ""2470"": 1, ""905"": 1, ""1287"": 1}"
699	SAD	treurig	"{""699"": 13, ""145"": 11, ""1625"": 3}"	"{""699"": 25, ""3858"": 1, ""145"": 20, ""1839"": 6, ""239"": 1, ""163"": 2, ""1625"": 10, ""584"": 1, ""1552"": 1, ""505"": 1, ""906"": 3, ""658"": 1, ""153"": 1}"
1225	DAY (NOT NIGHT)	dag	"{""1233"": 29, ""630"": 9, ""1343"": 5, ""1602"": 4, ""1370"": 1, ""1469"": 4, ""1629"": 1, ""1339"": 4, ""1427"": 1}"	"{""1233"": 38, ""1629"": 5, ""1807"": 3, ""630"": 29, ""1343"": 18, ""658"": 1, ""1645"": 5, ""1469"": 12, ""1339"": 6, ""1602"": 8, ""2340"": 2, ""2755"": 1, ""1370"": 2, ""1226"": 2, ""1342"": 1, ""837"": 1, ""418"": 3, ""1313"": 1, ""1757"": 1, ""1427"": 1, ""963"": 1, ""825"": 1, ""672"": 1, ""1425"": 1, ""1336"": 1}"
919	CHILI PEPPER	chili	"{""1286"": 9, ""1336"": 6, ""1385"": 9, ""156"": 1}"	"{""1286"": 16, ""1424"": 1, ""1336"": 15, ""1100"": 2, ""1385"": 23, ""1524"": 1, ""634"": 3, ""1343"": 1, ""1406"": 1, ""1613"": 1, ""1232"": 2, ""418"": 1, ""156"": 8, ""1287"": 1, ""948"": 1, ""1267"": 1}"
1157	BECAUSE	omdat	"{""1270"": 1, ""971"": 2}"	"{""1270"": 19, ""1236"": 1, ""971"": 5, ""1237"": 1, ""3710"": 1, ""1459"": 3, ""2099"": 1, ""1608"": 2, ""1209"": 1, ""1784"": 1}"
1757	TIRED	moe	"{""1585"": 27, ""1663"": 7, ""3620"": 1, ""825"": 1, ""1629"": 3, ""1419"": 1, ""1216"": 4, ""1229"": 1, ""1847"": 1, ""962"": 1, ""683"": 1, ""1564"": 2}"	"{""1629"": 5, ""1663"": 30, ""1585"": 56, ""1248"": 1, ""905"": 1, ""1044"": 3, ""1210"": 1, ""3625"": 3, ""1564"": 4, ""3620"": 1, ""825"": 1, ""1216"": 7, ""1847"": 3, ""1233"": 1, ""1496"": 1, ""1419"": 1, ""673"": 1, ""1299"": 1, ""1229"": 1, ""1601"": 1, ""699"": 1, ""701"": 1, ""962"": 1, ""1443"": 1, ""683"": 1, ""584"": 1, ""3099"": 1}"
1360	DUCK	eend	"{""2277"": 2, ""1548"": 1, ""948"": 16, ""1336"": 1, ""619"": 8, ""1424"": 8, ""1210"": 1, ""1439"": 1, ""937"": 4, ""606"": 1, ""634"": 1, ""1368"": 1}"	"{""2277"": 7, ""948"": 45, ""937"": 10, ""624"": 2, ""744"": 2, ""1368"": 6, ""227"": 1, ""1548"": 2, ""1625"": 1, ""1424"": 12, ""1441"": 3, ""1336"": 2, ""1435"": 2, ""619"": 11, ""654"": 1, ""1210"": 1, ""1246"": 2, ""1439"": 6, ""1537"": 2, ""503"": 1, ""666"": 2, ""606"": 2, ""1425"": 1, ""1201"": 1, ""634"": 1, ""1335"": 5, ""1342"": 1, ""3131"": 1}"
1431	FREEZE	bevriezen	"{""1287"": 41, ""1884"": 2, ""227"": 1, ""2483"": 1, ""784"": 2, ""1471"": 2, ""2334"": 1, ""948"": 3, ""1335"": 1, ""1625"": 1}"	"{""1441"": 1, ""1287"": 61, ""784"": 7, ""1336"": 3, ""948"": 6, ""1471"": 15, ""1884"": 3, ""227"": 1, ""2483"": 1, ""1625"": 3, ""1129"": 1, ""1335"": 2, ""2334"": 1, ""156"": 1, ""3702"": 1, ""2991"": 1, ""1111"": 1, ""1427"": 1, ""837"": 2, ""1221"": 1}"
3758	WINDY	winderig	"{""1287"": 9, ""1726"": 1, ""1474"": 5, ""376"": 1, ""1847"": 1, ""744"": 1, ""771"": 1}"	"{""1474"": 16, ""1287"": 18, ""1471"": 2, ""1726"": 2, ""1040"": 1, ""1336"": 1, ""26"": 1, ""376"": 1, ""176"": 1, ""671"": 1, ""1847"": 2, ""3982"": 1, ""1229"": 1, ""658"": 2, ""744"": 1, ""771"": 1, ""3105"": 1, ""2340"": 1}"
1847	SICK	ziek	"{""1020"": 1, ""1425"": 2, ""1757"": 3, ""1292"": 2, ""1663"": 12, ""3104"": 4, ""1287"": 1, ""153"": 1, ""1847"": 2, ""1471"": 1, ""1209"": 1}"	"{""1020"": 1, ""1425"": 2, ""1232"": 3, ""1287"": 4, ""1292"": 4, ""1757"": 3, ""1663"": 34, ""1585"": 4, ""1221"": 1, ""3625"": 7, ""1216"": 1, ""1847"": 5, ""3104"": 9, ""1044"": 1, ""1209"": 2, ""1639"": 2, ""819"": 1, ""153"": 1, ""1625"": 3, ""1471"": 1, ""1373"": 1, ""673"": 1, ""26"": 1, ""1518"": 1, ""2099"": 1, ""1252"": 1}"
3132	SURF	surfen	"{""3086"": 2, ""948"": 22, ""1474"": 23, ""978"": 10, ""1343"": 2, ""1631"": 1, ""1468"": 1}"	"{""3086"": 5, ""153"": 2, ""1474"": 38, ""948"": 37, ""978"": 28, ""1343"": 16, ""1726"": 4, ""1554"": 2, ""1342"": 5, ""1631"": 2, ""3075"": 1, ""1232"": 1, ""837"": 1, ""671"": 1, ""1274"": 2, ""787"": 1, ""1280"": 1, ""1468"": 1}"
1622	SHIRT	shirt	"{""1343"": 1, ""2997"": 1, ""1335"": 6, ""3446"": 1, ""1850"": 1, ""809"": 2, ""1342"": 8, ""1726"": 1, ""4035"": 2, ""1232"": 1, ""1613"": 1, ""1427"": 1}"	"{""1343"": 4, ""1474"": 2, ""1232"": 9, ""1335"": 13, ""1850"": 9, ""2997"": 3, ""1342"": 27, ""1287"": 1, ""1307"": 1, ""3446"": 1, ""1856"": 2, ""809"": 5, ""1554"": 4, ""4035"": 4, ""3118"": 3, ""1622"": 3, ""1726"": 1, ""3053"": 1, ""1424"": 1, ""1135"": 1, ""163"": 2, ""2483"": 1, ""1613"": 1, ""1895"": 2, ""2099"": 1, ""2506"": 1, ""3328"": 1, ""686"": 1, ""1427"": 1}"
3085	CARROT	wortel	"{""3328"": 35, ""1136"": 16, ""922"": 1, ""1228"": 2, ""2366"": 1, ""418"": 3, ""2409"": 1, ""1336"": 3, ""1884"": 1, ""3114"": 1, ""156"": 1}"	"{""3328"": 70, ""1136"": 46, ""906"": 8, ""156"": 2, ""1336"": 6, ""986"": 2, ""275"": 2, ""615"": 4, ""922"": 1, ""1228"": 4, ""2366"": 1, ""418"": 3, ""2409"": 1, ""1959"": 2, ""1425"": 4, ""1884"": 1, ""1491"": 1, ""1419"": 1, ""606"": 1, ""717"": 2, ""1100"": 1, ""3114"": 1, ""948"": 1}"
1327	UNCLE	oom	"{""1554"": 3, ""194"": 15, ""1229"": 1, ""1272"": 13, ""1198"": 1, ""1625"": 1, ""1847"": 1, ""1898"": 1, ""906"": 1}"	"{""2470"": 1, ""1495"": 1, ""1272"": 36, ""194"": 42, ""1554"": 14, ""1202"": 1, ""1357"": 1, ""1229"": 6, ""1406"": 1, ""1198"": 1, ""1496"": 1, ""1625"": 1, ""1548"": 1, ""1262"": 7, ""1847"": 1, ""1623"": 1, ""1898"": 1, ""906"": 1, ""1125"": 2, ""1207"": 1, ""698"": 1, ""1627"": 1, ""1251"": 1}"
372	POINTED	puntig	"{""1382"": 6, ""1396"": 44, ""372"": 7, ""1803"": 1, ""1381"": 2, ""1352"": 7, ""2578"": 8, ""379"": 1, ""977"": 1, ""1256"": 1, ""771"": 1}"	"{""1382"": 10, ""977"": 4, ""2578"": 31, ""1396"": 62, ""1129"": 4, ""571"": 1, ""769"": 1, ""372"": 12, ""1352"": 26, ""1295"": 2, ""1803"": 2, ""1381"": 2, ""356"": 4, ""1706"": 1, ""677"": 1, ""2940"": 1, ""1481"": 1, ""379"": 1, ""1501"": 1, ""1302"": 1, ""1221"": 1, ""639"": 3, ""1256"": 1, ""1725"": 3, ""946"": 1, ""1394"": 1, ""1645"": 1, ""1246"": 1, ""771"": 1, ""1040"": 1}"
